,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,impr
69,81,73,86,83,84,85,87,77,88,89,90,82,80,79,78,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,17,19,18,20,21,25,27,26,64,63,65,66,67,93,95,94,92,91,76,75,74,72,71,70,62,61,60,59,58,57,46,47,24,22,23,10,53,52,49,45,44,43,38,34,37,36,35,31,0,30,29,28,33,32,39,40,41,42,48,51,50,54,55,56,68,-5.867817787319847
35,31,0,30,29,28,33,32,39,40,41,42,48,51,50,54,55,56,68,69,81,73,86,83,84,85,87,77,88,89,90,82,80,79,78,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,17,19,18,20,21,25,27,26,64,63,65,66,67,93,95,94,92,91,76,75,74,72,71,70,62,61,60,59,58,57,46,47,24,22,23,10,53,52,49,45,44,43,38,34,37,36,1.841964511639624
62,61,60,59,58,57,46,47,24,22,23,10,53,52,49,45,44,43,38,34,37,36,35,31,0,30,29,28,33,32,39,40,41,42,48,51,50,54,55,56,68,69,81,73,86,83,84,85,87,77,88,89,90,82,80,79,78,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,17,19,18,20,21,25,27,26,64,63,65,66,67,93,95,94,92,91,76,75,74,72,71,70,2.4929082392233965
83,84,85,87,77,88,89,90,82,80,79,78,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,17,19,18,20,21,25,27,26,64,63,65,66,67,93,95,94,92,91,76,75,74,72,71,70,62,61,60,59,58,57,46,47,24,22,23,10,53,52,49,45,44,43,38,34,37,36,35,31,0,30,29,28,33,32,39,40,41,42,48,51,50,54,55,56,68,69,81,73,86,-0.242396154629283
24,47,46,53,52,49,51,50,54,55,56,68,69,81,83,73,84,85,77,87,86,88,89,90,82,80,79,78,38,39,40,41,42,48,45,10,44,43,32,33,34,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,25,27,26,64,63,65,66,67,93,95,94,92,91,76,75,74,72,71,70,60,61,62,59,58,57,23,22,-0.6854634290610093
95,94,92,91,76,75,74,72,71,70,60,61,62,59,58,57,23,22,24,47,46,53,52,49,51,50,54,55,56,68,69,81,83,73,84,85,77,87,86,88,89,90,82,80,79,78,38,39,40,41,42,48,45,10,44,43,32,33,34,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,25,27,26,64,63,65,66,67,93,-7.620904173497117
9,11,12,13,14,15,16,19,17,18,20,21,25,27,26,64,63,65,66,67,93,95,94,92,91,76,75,74,72,71,70,60,61,62,59,58,57,23,22,24,47,46,53,52,49,51,50,54,55,56,68,69,81,83,73,84,85,77,87,86,88,89,90,82,80,79,78,38,39,40,41,42,48,45,10,44,43,32,33,34,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,-6.563795165194616
37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,25,27,26,64,63,65,66,67,93,95,94,92,91,76,75,74,72,71,70,60,61,62,59,58,57,23,22,24,47,46,53,52,49,51,50,54,55,56,68,69,81,83,73,84,85,77,87,86,88,89,90,82,80,79,78,38,39,40,41,42,48,45,10,44,43,32,33,34,-3.423654226920357
77,87,86,88,89,90,82,80,79,78,38,39,40,41,42,48,45,10,44,43,32,33,34,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,25,27,26,64,63,65,66,67,93,95,94,92,91,76,75,74,72,71,70,60,61,62,59,58,57,23,22,24,47,46,53,52,49,51,50,54,55,56,68,69,81,83,73,84,85,-0.1945396948695688
25,16,20,59,57,46,45,48,41,38,42,49,54,51,50,52,53,24,22,27,63,67,64,94,91,92,93,65,66,62,60,70,58,55,69,76,84,77,83,85,86,87,88,89,90,82,80,81,0,31,29,36,78,79,32,44,43,47,95,75,74,73,72,61,71,68,56,40,39,37,33,34,35,30,28,1,6,8,5,2,4,3,11,9,7,10,13,12,17,15,14,19,18,21,26,23,11.232338485688459
92,93,65,66,62,60,70,58,55,69,76,84,77,83,85,86,87,88,89,90,82,80,81,0,31,29,36,78,79,32,44,43,47,95,75,74,73,72,61,71,68,56,40,39,37,33,34,35,30,28,1,6,8,5,2,4,3,11,9,7,10,13,12,17,15,14,19,18,21,26,23,25,16,20,59,57,46,45,48,41,38,42,49,54,51,50,52,53,24,22,27,63,67,64,94,91,-4.106210275479949
47,95,75,74,73,72,61,71,68,56,40,39,37,33,34,35,30,28,1,6,8,5,2,4,3,11,9,7,10,13,12,17,15,14,19,18,21,26,23,25,16,20,59,57,46,45,48,41,38,42,49,54,51,50,52,53,24,22,27,63,67,64,94,91,92,93,65,66,62,60,70,58,55,69,76,84,77,83,85,86,87,88,89,90,82,80,81,0,31,29,36,78,79,32,44,43,4.730761449154578
60,70,58,55,69,76,84,77,83,85,86,87,88,89,90,82,80,81,0,31,29,36,78,79,32,44,43,47,95,75,74,73,72,61,71,68,56,40,39,37,33,34,35,30,28,1,6,8,5,2,4,3,11,9,7,10,13,12,17,15,14,19,18,21,26,23,25,16,20,59,57,46,45,48,41,38,42,49,54,51,50,52,53,24,22,27,63,67,64,94,91,92,93,65,66,62,3.5058257599822262
46,45,48,41,38,42,49,54,51,50,52,53,24,22,27,63,67,64,94,91,92,93,65,66,62,60,70,58,55,69,76,84,77,83,85,86,87,88,89,90,82,80,81,0,31,29,36,78,79,32,44,43,47,95,75,74,73,72,61,71,68,56,40,39,37,33,34,35,30,28,1,6,8,5,2,4,3,11,9,7,10,13,12,17,15,14,19,18,21,26,23,25,16,20,59,57,10.791382910999836
72,71,68,69,76,84,77,83,85,86,87,88,89,90,82,80,81,0,31,35,36,33,32,43,44,45,46,47,53,55,56,58,70,60,62,66,65,93,92,91,94,64,67,63,27,22,24,20,16,25,23,26,21,18,19,14,15,17,12,13,10,7,9,11,3,4,2,5,8,6,1,28,30,29,34,37,78,79,39,40,48,41,38,42,49,54,51,50,52,57,59,61,95,75,74,73,2.531809046845879
30,29,34,37,78,79,39,40,48,41,38,42,49,54,51,50,52,57,59,61,95,75,74,73,72,71,68,69,76,84,77,83,85,86,87,88,89,90,82,80,81,0,31,35,36,33,32,43,44,45,46,47,53,55,56,58,70,60,62,66,65,93,92,91,94,64,67,63,27,22,24,20,16,25,23,26,21,18,19,14,15,17,12,13,10,7,9,11,3,4,2,5,8,6,1,28,2.818963002742688
16,25,23,26,21,18,19,14,15,17,12,13,10,7,9,11,3,4,2,5,8,6,1,28,30,29,34,37,78,79,39,40,48,41,38,42,49,54,51,50,52,57,59,61,95,75,74,73,72,71,68,69,76,84,77,83,85,86,87,88,89,90,82,80,81,0,31,35,36,33,32,43,44,45,46,47,53,55,56,58,70,60,62,66,65,93,92,91,94,64,67,63,27,22,24,20,9.206536442340262
15,17,12,13,10,7,9,11,3,4,2,5,8,6,1,28,30,29,34,37,78,79,39,40,48,41,38,42,49,54,51,50,52,57,59,61,95,75,74,73,72,71,68,69,76,84,77,83,85,86,87,88,89,90,82,80,81,0,31,35,36,33,32,43,44,45,46,47,53,55,56,58,70,60,62,66,65,93,92,91,94,64,67,63,27,22,24,20,16,25,23,26,21,18,19,14,-0.3370236352292082
35,36,33,32,43,44,45,46,47,53,55,56,58,70,60,62,66,65,93,92,91,94,64,67,63,27,22,24,20,16,25,23,26,21,18,19,14,15,17,12,13,10,7,9,11,3,4,2,5,8,6,1,28,30,29,34,37,78,79,39,40,48,41,38,42,49,54,51,50,52,57,59,61,95,75,74,73,72,71,68,69,76,84,77,83,85,86,87,88,89,90,82,80,81,0,31,4.200028905804087
40,39,38,78,79,37,34,30,29,28,1,2,3,4,5,7,6,8,11,9,10,13,12,17,15,14,19,18,21,26,23,25,16,20,24,22,27,63,67,64,94,91,92,93,65,66,62,60,59,61,95,75,74,73,72,71,70,76,84,77,83,85,86,87,88,89,90,82,80,81,0,31,35,36,33,32,43,44,45,46,47,53,55,56,69,68,58,57,54,50,51,52,49,48,42,41,-1.373650874655965
9,10,13,12,17,15,14,19,18,21,26,23,25,16,20,24,22,27,63,67,64,94,91,92,93,65,66,62,60,59,61,95,75,74,73,72,71,70,76,84,77,83,85,86,87,88,89,90,82,80,81,0,31,35,36,33,32,43,44,45,46,47,53,55,56,69,68,58,57,54,50,51,52,49,48,42,41,40,39,38,78,79,37,34,30,29,28,1,2,3,4,5,7,6,8,11,-5.102604160096387
75,74,73,72,71,70,76,84,77,83,85,86,87,88,89,90,82,80,81,0,31,35,36,33,32,43,44,45,46,47,53,55,56,69,68,58,57,54,50,51,52,49,48,42,41,40,39,38,78,79,37,34,30,29,28,1,2,3,4,5,7,6,8,11,9,10,13,12,17,15,14,19,18,21,26,23,25,16,20,24,22,27,63,67,64,94,91,92,93,65,66,62,60,59,61,95,13.672401496665287
59,61,95,75,74,73,72,71,70,76,84,77,83,85,86,87,88,89,90,82,80,81,0,31,35,36,33,32,43,44,45,46,47,53,55,56,69,68,58,57,54,50,51,52,49,48,42,41,40,39,38,78,79,37,34,30,29,28,1,2,3,4,5,7,6,8,11,9,10,13,12,17,15,14,19,18,21,26,23,25,16,20,24,22,27,63,67,64,94,91,92,93,65,66,62,60,-1.5662889655556036
68,58,57,54,50,51,52,49,48,42,41,40,39,38,78,79,37,34,30,29,28,1,2,3,4,5,7,6,8,11,9,10,13,12,17,15,14,19,18,21,26,23,25,16,20,24,22,27,63,67,64,94,91,92,93,65,66,62,60,59,61,95,75,74,73,72,71,70,76,84,77,83,85,86,87,88,89,90,82,80,81,0,31,35,36,33,32,43,44,45,46,47,53,55,56,69,6.1382785882667505
53,55,56,69,68,58,57,54,50,51,52,49,48,42,41,40,39,38,78,79,37,34,30,29,28,1,2,3,4,5,7,6,8,9,11,12,13,14,10,15,16,19,17,18,20,21,22,24,23,25,27,26,95,94,91,92,93,66,65,64,67,63,62,60,59,61,75,74,73,72,71,70,76,84,77,83,85,86,87,88,89,90,82,80,81,0,31,35,36,33,32,43,44,45,46,47,-2.3659058921511154
90,82,80,81,0,31,35,36,33,32,43,44,45,46,47,53,55,56,69,68,58,57,54,50,51,52,49,48,42,41,40,39,38,78,79,37,34,30,29,28,1,2,3,4,5,7,6,8,9,11,12,13,14,10,15,16,19,17,18,20,21,22,24,23,25,27,26,95,94,91,92,93,66,65,64,67,63,62,60,59,61,75,74,73,72,71,70,76,84,77,83,85,86,87,88,89,-4.1348925435136294
20,21,22,24,23,25,27,26,95,94,91,92,93,66,65,64,67,63,62,60,59,61,75,74,73,72,71,70,76,84,77,83,85,86,87,88,89,90,82,80,81,0,31,35,36,33,32,43,44,45,46,47,53,55,56,69,68,58,57,54,50,51,52,49,48,42,41,40,39,38,78,79,37,34,30,29,28,1,2,3,4,5,7,6,8,9,11,12,13,14,10,15,16,19,17,18,-1.3189008706575072
56,69,68,58,57,54,50,51,52,49,48,42,41,40,39,38,78,79,37,34,30,29,28,1,2,3,4,5,7,6,8,9,11,12,13,14,10,15,16,19,17,18,20,21,22,24,23,25,27,26,95,94,91,92,93,66,65,64,67,63,62,60,59,61,75,74,73,72,71,70,76,84,77,83,85,86,87,88,89,90,82,80,81,0,31,35,36,33,32,43,44,45,46,47,53,55,-2.3777891252378147
29,28,1,2,3,4,5,7,6,8,9,11,12,13,14,10,15,16,19,17,18,20,21,22,24,23,25,27,26,95,94,91,92,93,66,65,64,67,63,62,60,59,61,75,74,73,72,71,70,76,84,77,83,85,86,87,88,89,90,82,80,81,0,31,35,36,33,32,43,44,45,46,47,53,55,56,69,68,58,57,54,50,51,52,49,48,42,41,40,39,38,78,79,37,34,30,1.1888415132526262
25,26,27,64,93,92,91,94,95,65,66,67,63,62,61,59,60,70,71,72,73,74,75,76,77,84,85,83,86,87,88,89,90,82,81,80,69,68,57,55,56,58,53,47,46,45,44,43,32,33,34,54,50,51,52,49,48,42,41,40,39,38,78,79,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,10,14,15,16,19,17,18,20,21,22,24,23,-0.3704162908144113
16,19,17,18,20,21,22,24,23,25,26,27,64,93,92,91,94,95,65,66,67,63,62,61,59,60,70,71,72,73,74,75,76,77,84,85,83,86,87,88,89,90,82,81,80,69,68,57,55,56,58,53,47,46,45,44,43,32,33,34,54,50,51,52,49,48,42,41,40,39,38,78,79,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,10,14,15,-2.859672714721736
78,79,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,10,14,15,16,19,17,18,20,21,22,24,23,25,26,27,64,93,92,91,94,95,65,66,67,63,62,61,59,60,70,71,72,73,74,75,76,77,84,85,83,86,87,88,89,90,82,81,80,69,68,57,55,56,58,53,47,46,45,44,43,32,33,34,54,50,51,52,49,48,42,41,40,39,38,13.00596520915672
31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,10,14,15,16,19,17,18,20,21,22,24,23,25,26,27,64,93,92,91,94,95,65,66,67,63,62,61,59,60,70,71,72,73,74,75,76,77,84,85,83,86,87,88,89,90,82,81,80,69,68,57,55,56,58,53,47,46,45,44,43,32,33,34,54,50,51,52,49,48,42,41,40,39,38,78,79,37,36,35,-1.8623665621260548
18,20,21,22,24,23,25,26,27,64,93,92,91,94,95,65,66,67,63,62,61,59,60,70,71,72,73,74,75,76,77,84,85,83,86,87,88,89,90,82,81,80,69,68,57,55,56,58,53,47,46,45,44,43,32,33,34,54,50,51,52,49,48,42,41,40,39,38,78,79,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,10,14,15,16,19,17,-0.371818591265332
66,65,63,62,61,59,60,70,71,72,73,74,75,76,77,85,84,83,86,87,88,89,90,82,80,81,69,68,56,55,58,57,53,47,46,45,44,43,32,33,34,39,41,42,48,49,51,52,54,50,40,38,78,79,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,10,14,15,16,19,17,18,20,21,22,24,23,25,27,26,64,95,94,91,92,93,67,-3.578852494998671
4,5,7,6,8,9,11,12,13,10,14,15,16,19,17,18,20,21,22,24,23,25,27,26,64,95,94,91,92,93,67,66,65,63,62,61,59,60,70,71,72,73,74,75,76,77,85,84,83,86,87,88,89,90,82,80,81,69,68,56,55,58,57,53,47,46,45,44,43,32,33,34,39,41,42,48,49,51,52,54,50,40,38,78,79,37,36,35,31,30,29,0,28,1,2,3,-1.939300891233564
70,71,72,73,74,75,76,77,85,84,83,86,87,88,89,90,82,80,81,69,68,56,55,58,57,53,47,46,45,44,43,32,33,34,39,41,42,48,49,51,52,54,50,40,38,78,79,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,10,14,15,16,19,17,18,20,21,22,24,23,25,27,26,64,95,94,91,92,93,67,66,65,63,62,61,59,60,-0.08863537072968874
60,70,71,72,73,74,75,76,77,85,84,83,86,87,88,89,90,82,80,81,69,68,56,55,58,57,53,47,46,45,44,43,32,33,34,39,41,42,48,49,51,52,54,50,40,38,78,79,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,10,14,15,16,19,17,18,20,21,22,24,23,25,27,26,64,95,94,91,92,93,67,66,65,63,62,61,59,-0.7468853337017674
57,53,47,46,45,44,43,32,33,34,39,41,42,48,49,51,52,54,50,40,38,78,79,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,10,14,15,16,19,17,18,20,21,22,24,23,25,27,26,64,95,94,91,92,93,67,66,65,63,62,61,59,60,70,71,72,73,74,75,76,77,85,84,83,86,87,88,89,90,82,80,81,69,68,56,55,58,-3.0609870054994257
18,17,19,16,15,14,13,12,11,10,36,78,82,72,92,75,95,60,66,93,67,70,61,65,62,26,23,21,25,22,24,46,51,40,52,47,53,59,57,58,71,76,88,89,84,73,85,87,77,83,81,69,56,68,55,54,50,38,44,45,49,42,41,39,43,32,33,34,35,28,31,30,29,2,3,5,6,8,7,0,48,37,4,1,9,90,74,91,80,63,94,79,86,64,27,20,-1.3189008706575072
74,91,80,63,94,79,86,64,27,20,18,17,19,16,15,14,13,12,11,10,36,78,82,72,92,75,95,60,66,93,67,70,61,65,62,26,23,21,25,22,24,46,51,40,52,47,53,59,57,58,71,76,88,89,84,73,85,87,77,83,81,69,56,68,55,54,50,38,44,45,49,42,41,39,43,32,33,34,35,28,31,30,29,2,3,5,6,8,7,0,48,37,4,1,9,90,26.24379444612108
81,69,56,68,55,54,50,38,44,45,49,42,41,39,43,32,33,34,35,28,31,30,29,2,3,5,6,8,7,0,48,37,4,1,9,90,74,91,80,63,94,79,86,64,27,20,18,17,19,16,15,14,13,12,11,10,36,78,82,72,92,75,95,60,66,93,67,70,61,65,62,26,23,21,25,22,24,46,51,40,52,47,53,59,57,58,71,76,88,89,84,73,85,87,77,83,17.190516285653402
26,23,21,25,22,24,46,51,40,52,47,53,59,57,58,71,76,88,89,84,73,85,87,77,83,81,69,56,68,55,54,50,38,44,45,49,42,41,39,43,32,33,34,35,28,31,30,29,2,3,5,6,8,7,0,48,37,4,1,9,90,74,91,80,63,94,79,86,64,27,20,18,17,19,16,15,14,13,12,11,10,36,78,82,72,92,75,95,60,66,93,67,70,61,65,62,7.702997300858883
36,78,82,72,92,75,95,60,66,93,67,70,61,65,62,26,23,21,25,22,24,46,51,40,52,47,53,59,57,58,71,76,88,89,84,73,85,87,77,83,81,69,56,68,55,54,50,38,44,45,49,42,41,39,43,32,33,34,35,28,31,30,29,2,3,5,6,8,7,0,48,37,4,1,9,90,74,91,80,63,94,79,86,64,27,20,18,17,19,16,15,14,13,12,11,10,28.571144097105787
73,85,87,77,83,81,69,56,68,55,54,50,38,44,45,49,42,41,39,43,32,33,34,48,37,10,90,74,91,80,63,94,79,86,64,27,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,78,82,72,92,75,95,60,66,93,67,70,61,65,62,26,23,21,25,22,24,46,51,40,52,47,53,59,57,58,71,76,88,89,84,9.925588260840506
69,56,68,55,54,50,38,44,45,49,42,41,39,43,32,33,34,48,37,10,90,74,91,80,63,94,79,86,64,27,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,78,82,72,92,75,95,60,66,93,67,70,61,65,62,26,23,21,25,22,24,46,51,40,52,47,53,59,57,58,71,76,88,89,84,73,85,87,77,83,81,14.249422030763604
94,79,86,64,27,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,78,82,72,92,75,95,60,66,93,67,70,61,65,62,26,23,21,25,22,24,46,51,40,52,47,53,59,57,58,71,76,88,89,84,73,85,87,77,83,81,69,56,68,55,54,50,38,44,45,49,42,41,39,43,32,33,34,48,37,10,90,74,91,80,63,22.929143992477073
31,35,36,78,82,72,92,75,95,60,66,93,67,70,61,65,62,26,23,21,25,22,24,46,51,40,52,47,53,59,57,58,71,76,88,89,84,73,85,87,77,83,81,69,56,68,55,54,50,38,44,45,49,42,41,39,43,32,33,34,48,37,10,90,74,91,80,63,94,79,86,64,27,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,-2.3949204139039733
74,91,80,63,94,79,86,64,27,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,78,82,72,92,75,95,60,66,93,67,70,61,65,62,26,23,21,25,22,24,46,51,40,52,47,53,59,57,58,71,76,88,89,84,73,85,87,77,83,81,69,56,68,55,54,50,38,44,45,49,42,41,39,43,32,33,34,48,37,10,90,26.24379444612108
44,45,46,47,24,23,22,21,25,26,60,70,61,62,65,67,93,66,95,75,92,72,82,78,48,52,49,42,41,39,50,54,55,68,56,69,81,83,77,87,85,73,84,89,88,76,71,58,57,59,53,51,40,38,90,74,91,80,63,94,79,86,64,27,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,10,32,43,3.804251133332972
12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,10,32,43,44,45,46,47,24,23,22,21,25,26,60,70,61,62,65,67,93,66,95,75,92,72,82,78,48,52,49,42,41,39,50,54,55,68,56,69,81,83,77,87,85,73,84,89,88,76,71,58,57,59,53,51,40,38,90,74,91,80,63,94,79,86,64,27,20,18,17,19,16,15,14,13,-5.805208820233089
7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,10,32,43,44,45,46,47,24,23,22,21,25,26,60,70,61,62,65,67,93,66,95,75,92,72,82,78,48,52,49,42,41,39,50,54,55,68,56,69,81,83,77,87,85,73,84,89,88,76,71,58,57,59,53,51,40,38,90,74,91,80,63,94,79,86,64,27,20,18,17,19,16,15,14,13,12,11,9,8,6,-2.0357078794157095
30,31,35,36,37,34,33,10,32,43,44,45,46,47,24,23,22,21,25,26,60,70,61,62,65,67,93,66,95,75,92,72,82,78,48,52,49,42,41,39,50,54,55,68,56,69,81,83,77,87,85,73,84,89,88,76,71,58,57,59,53,51,40,38,90,74,91,80,63,94,79,86,64,27,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,-1.150022397931183
22,21,25,26,60,70,61,62,65,67,93,66,95,75,92,72,82,78,48,52,49,42,41,39,50,54,55,68,56,69,81,83,77,87,85,73,84,89,88,76,71,58,57,59,53,51,40,38,90,74,91,80,63,94,79,86,64,27,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,10,32,43,44,45,46,47,24,23,-2.1212352331833557
82,72,92,75,65,67,93,66,95,94,64,27,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,10,32,43,44,45,46,47,24,23,22,21,25,26,63,62,61,60,86,89,88,84,91,76,74,38,40,51,53,59,57,58,71,70,79,90,80,73,85,87,77,83,81,69,56,68,55,54,50,39,41,42,49,52,48,78,23.455227547937504
63,62,61,60,86,89,88,84,91,76,74,38,40,51,53,59,57,58,71,70,79,90,80,73,85,87,77,83,81,69,56,68,55,54,50,39,41,42,49,52,48,78,82,72,92,75,65,67,93,66,95,94,64,27,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,10,32,43,44,45,46,47,24,23,22,21,25,26,-3.814370525243259
57,58,71,70,79,90,80,73,85,87,77,83,81,69,56,68,55,54,50,39,41,42,49,52,48,78,82,72,92,75,65,67,93,66,95,94,64,27,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,10,32,43,44,45,46,47,24,23,22,21,25,26,63,62,61,60,86,89,88,84,91,76,74,38,40,51,53,59,7.19263530197005
38,40,51,53,59,57,58,71,70,79,90,80,73,85,87,77,83,81,69,56,68,55,54,50,39,41,42,49,52,48,78,82,72,92,75,65,67,93,66,95,94,64,27,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,10,32,43,44,45,46,47,24,23,22,21,25,26,63,62,61,60,86,89,88,84,91,76,74,38.66985564880369
93,66,95,94,64,27,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,10,32,43,44,45,46,47,24,23,22,21,25,26,63,62,61,60,86,89,88,84,91,76,74,38,40,51,53,59,57,58,71,70,79,90,80,73,85,87,77,83,81,69,56,68,55,54,50,39,41,42,49,52,48,78,82,72,92,75,65,67,17.480834997453044
1,28,0,29,30,31,35,36,37,34,33,10,32,43,44,45,46,47,24,23,22,21,25,26,63,62,61,60,86,89,88,87,77,75,94,95,93,92,91,76,74,72,73,84,85,83,79,90,81,80,82,78,48,52,49,42,41,39,50,54,55,68,56,69,70,71,58,57,59,53,51,40,38,65,67,66,64,27,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,-10.586406942348095
6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,10,32,43,44,45,46,47,24,23,22,21,25,26,63,62,61,60,86,89,88,87,77,75,94,95,93,92,91,76,74,72,73,84,85,83,79,90,81,80,82,78,48,52,49,42,41,39,50,54,55,68,56,69,70,71,58,57,59,53,51,40,38,65,67,66,64,27,20,18,17,19,16,15,14,13,12,11,9,8,-0.7923204898586986
7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,10,32,43,44,45,46,47,24,23,22,21,25,26,63,62,61,60,86,89,88,87,77,75,94,95,93,92,91,76,74,72,73,84,85,83,79,90,81,80,82,78,48,52,49,42,41,39,50,54,55,68,56,69,70,71,58,57,59,53,51,40,38,65,67,66,64,27,20,18,17,19,16,15,14,13,12,11,9,8,6,-2.0357078794157095
61,60,86,89,88,87,77,75,94,95,93,92,91,76,74,72,73,84,85,83,79,90,81,80,82,78,48,52,49,42,41,39,50,54,55,68,56,69,70,71,58,57,59,53,51,40,38,65,67,66,64,27,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,10,32,43,44,45,46,47,24,23,22,21,25,26,63,62,0.9224186734690747
59,53,51,40,38,65,67,66,64,27,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,10,32,43,44,45,46,47,24,23,22,21,25,26,63,62,61,60,86,89,88,87,77,75,94,95,93,92,91,76,74,72,73,84,85,83,79,90,81,80,82,78,48,52,49,42,41,39,50,54,55,68,56,69,70,71,58,57,13.660885492800205
2,1,28,0,29,30,31,35,36,37,34,33,32,10,43,44,45,46,47,24,23,22,26,63,62,61,60,75,77,87,88,89,86,94,95,93,92,91,76,74,72,73,84,85,83,79,90,82,81,80,78,38,39,40,41,42,48,49,51,52,50,54,56,55,68,69,53,57,59,58,70,71,66,67,65,64,27,25,21,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,-2.6284370770090675
11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,32,10,43,44,45,46,47,24,23,22,26,63,62,61,60,75,77,87,88,89,86,94,95,93,92,91,76,74,72,73,84,85,83,79,90,82,81,80,78,38,39,40,41,42,48,49,51,52,50,54,56,55,68,69,53,57,59,58,70,71,66,67,65,64,27,25,21,20,18,17,19,16,15,14,13,12,-2.4029021605666854
28,0,29,30,31,35,36,37,34,33,32,10,43,44,45,46,47,24,23,22,26,63,62,61,60,75,77,87,88,89,86,94,95,93,92,91,76,74,72,73,84,85,83,79,90,82,81,80,78,38,39,40,41,42,48,49,51,52,50,54,56,55,68,69,53,57,59,58,70,71,66,67,65,64,27,25,21,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,-3.710777441119678
4,3,2,1,28,0,29,30,31,35,36,37,34,33,32,10,43,44,45,46,47,24,23,22,26,63,62,61,60,75,77,87,88,89,86,94,95,93,92,91,76,74,72,73,84,85,83,79,90,82,81,80,78,38,39,40,41,42,48,49,51,52,50,54,56,55,68,69,53,57,59,58,70,71,66,67,65,64,27,25,21,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,-2.0357078794157095
46,47,24,23,22,26,63,62,61,60,75,77,87,88,89,86,94,95,93,92,91,76,74,72,73,84,85,83,79,90,82,81,80,78,38,39,40,41,42,48,49,51,52,50,54,56,55,68,69,53,57,59,58,70,71,66,67,65,64,27,25,21,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,32,10,43,44,45,-3.895006801869588
